file,orgText,whisperxOut,WER
meisterfloh/meisterfloh_2098.wav,davon schenkte der lehrbursche ein gläschen voll das setzte das schneiderlein stracks an den mund und schlürfte die luft begierig hinunter," Davon schenkte der Lehrbursche ein Gläschen voll. Das setzte das Schneiderlein strax an den Mund und schlürfte die Luft gierig herunter,",
meisterfloh/meisterfloh_2099.wav,als ein angenehmes labsal wurde ihm aber alsbald gar possierlich zumute war ihm als hätte er ein paar," als ein angenehmes Labsaal. Wurde ihm aber als bald gar possierlich zumute, war ihm, als hätte er ein paar",
meisterfloh/meisterfloh_2100.wav,flügel an den achseln oder als spiele jemand mit ihm fangball, Flügel an den Achseln oder als spiele jemand mit ihm Fangball.,
meisterfloh/meisterfloh_2101.wav,denn ellenhoch und immer höher musste er in der apotheke aufsteigen und niedersinken, denn Ellen hoch und immer höher musste er in der Apotheke aufsteigen und niedersinken.,
meisterfloh/meisterfloh_2102.wav,»ei jemine jemine« rief er »wie bin ich doch solch ein flinker tänzer geworden« –," »Ei, Jemine, Jemine«, rief er, »wie bin ich doch ein flinker Tänzer geworden!«",
meisterfloh/meisterfloh_2103.wav,aber dem lehrburschen stand das maul offen vor lauter verwunderung geschah nun dass jemand die türe rasch aufriss," Aber dem Lehrburschen stand das Maul offen vor lauter Verwunderung. Geschah nun, dass jemand die Tür rasch aufriss.",
meisterfloh/meisterfloh_2104.wav,so dass das fenster gegenüber aufsprang strömte alsbald ein starker luftzug durch die apotheke," sodass das Fenster gegenüber aufsprang. Strömte alsbald ein starker Luftzug durch die Apotheke,",
meisterfloh/meisterfloh_2105.wav,erfasste das schneiderlein und schnell wie der wind war es fort durch das offne fenster in alle lüfte," erfasste das Schneiderlein, und schnell wie der Wind war es fort durch das offene Fenster in alle Lüfte.",
meisterfloh/meisterfloh_2106.wav,niemand hat es wieder gesehen begab sich nach mehrerer zeit," Niemand hat es wieder gesehen, begab sich nach mehrerer Zeit,",
meisterfloh/meisterfloh_2107.wav,dass die sachsenhäuser zur abendzeit hoch in den lüften eine feuerkugel erblickten die mit blendendem glanz die ganze gegend erleuchtete," dass die Sachsenhäuser zur Abendzeit hoch in den Lüften eine Feuerkugel erblickten, die mit blendendem Glanz die ganze Gegend erleuchtete,",
meisterfloh/meisterfloh_2108.wav,und dann verlöschend zur erde hinabfiel wollten alle wissen was zur erde gefallen liefen hin an den ort," und dann verlöschend zur Erde herabfiel. Wollten alle wissen, was zur Erde gefallen, liefen hin an den Ort,",
meisterfloh/meisterfloh_2109.wav,fanden aber nichts als ein kleines klümpchen asche dabei aber den dorn einer schuhschnalle ein stückchen eiergelben atlas mit bunten," fanden aber nichts als ein kleines Klümpchen Asche, dabei aber den Dorn einer Schuhschnalle, ein Stückchen eiergelben Atlas mit bunten",
meisterfloh/meisterfloh_2110.wav,blumen und ein schwarzes ding das beinahe anzusehen war wie ein stockknopf von schwarzem horn," Blumen und ein schwarzes Ding, das beinahe anzusehen war wie ein Stockknopf von schwarzem Horn.",
meisterfloh/meisterfloh_2111.wav,haben alle darüber nachgedacht wie solche sachen in einer feuerkugel aus dem himmel fallen mögen," haben alle darüber nachgedacht, wie solche Sachen in einer Feuerkugel aus dem Himmel fallen mögen.",
meisterfloh/meisterfloh_2112.wav,da ist   die frau liebste des entfahrnen schneiderleins dazugekommen und als diese die gefundenen sachen erblickt hat sie die hände gerungen," Da ist aber die Frau Liebste des entfahrenen Schneiderleins dazugekommen, und als diese die gefundenen Sachen erblickt, hat sie die Hände gerungen,",
meisterfloh/meisterfloh_2113.wav,gar erbärmlich getan und geschrien »ach jammer das ist meines liebsten schnallendorn," gar erbärmlich getan und geschrien, »Ach, Jammer, das ist meines Liebsten Schnallendorn!«",
meisterfloh/meisterfloh_2114.wav,ach jammer das ist meines liebsten sonntagsweste ach jammer das ist meines liebsten stockknopf«," Ach jammer, das ist meines liebsten Sonntagsweste, ach jammer, das ist meines liebsten Stockknopf!",
meisterfloh/meisterfloh_2115.wav,hat aber ein grosser gelehrter erklärt der stockknopf sei kein stockknopf sondern ein meteorstein oder ein missratener weltkörper," Hatte aber ein großer Gelehrter erklärt, der Stockknopf sei kein Stockknopf, sondern ein Meteorstein oder ein missratener Weltkörper.",
meisterfloh/meisterfloh_2116.wav,ist nun aber auf diese weise den sachsenhäusern und aller welt kund worden," ist nun aber auf diese Weise den Sachsenhäusern und aller Welt kund geworden,",
meisterfloh/meisterfloh_2117.wav,dass das arme schneiderlein dem der apothekerbursche brennbare luft gegeben statt magenschnaps in den hohen lüften verbrannt und heruntergesunken," dass das arme Schneiderlein, dem der Apothekerbursche brennbare Luft gegeben statt Magenschnaps, in den hohen Lüften verbrannt und heruntergesunken",
meisterfloh/meisterfloh_2118.wav,ist zur erde als meteorstein oder missratner weltkörper, ist zur Erde als Meteorstein oder missratener Weltkörper.,
meisterfloh/meisterfloh_2119.wav,ende der geschichte von dem schneiderlein aus sachsenhausen, Ende der Geschichte von dem Schneiderlein aus Sachsenhausen,
meisterfloh/meisterfloh_2120.wav,der kellner wurde endlich ungeduldig dass der wunderliche fremde nicht aufhörte sich gross und klein zu machen ohne auf ihn zu achten," Der Kellner wurde endlich ungeduldig, dass der wunderliche Fremde nicht aufhörte, sich groß und klein zu machen, ohne auf ihn zu achten,",
meisterfloh/meisterfloh_2121.wav,und hielt ihm die flasche burgunder die er bestellt hatte dicht unter die nase sogleich sog sich der fremde an der flasche fest," und hielt ihm die Flasche Burgunder, die er bestellt hatte, dicht unter die Nase. Sog sich der Fremde an der Flasche fest.",
meisterfloh/meisterfloh_2122.wav,und liess nicht nach bis der letzte tropfen eingeschlürft war dann fiel er wie ohnmächtig in den lehnsessel," und ließ nicht nach, bis der letzte Tropfen eingeschlürft war. Dann fiel er ohnmächtig an den Lehnsessel.",
meisterfloh/meisterfloh_2123.wav,und konnte sich nur ganz schwach regen die gäste hatten mit erstaunen gesehen," und konnte sich nur gar schwach regen. Die Gäste hatten mit Erstaunen gesehen,",
meisterfloh/meisterfloh_2124.wav,wie er während des trinkens immer mehr aufgeschwollen und nun ganz dick und unförmlich erschien, dass er während des Trinkens immer mehr aufgeschwollen und nun ganz dick und unförmlich erschien.,
meisterfloh/meisterfloh_2125.wav,des andern flugwerk schien nun auch zu stocken er wollte sich keuchend und ganz ausser atem niederlassen als er aber gewahrte dass sein," Das andere Flugwerk schien nun auch zu stocken, er wollte sich keuchend und ganz außer Atem niederlassen, als er aber gewahrte,",
meisterfloh/meisterfloh_2126.wav,gegner halb tot dalag sprang er schnell auf ihn zu und begann ihn mit geballter faust derb abzubläuen," den Gegner halbtot dalag, sprang er schnell auf ihn zu und begann, ihn mit geballter Faust derb abzubläuen.",
meisterfloh/meisterfloh_2127.wav,da riss ihn aber der hauswirt zurück und erklärte dass er ihn gleich zum hause hinauswerfen werde wenn er nicht ruhe halte," Da riss ihn aber der Hauswirt zurück und erklärte, dass er ihn gleich beim Hause hinauswerfen werde, wenn er nicht Ruhe halte.",
meisterfloh/meisterfloh_2128.wav,wollten sie beide ihre taschenspielerkünste zeigen   möchten sie das tun jedoch ohne sich zu zanken und zu prügeln," wollten sie beide ihre Taschenspielerkünste zeigen, so möchten sie das tun, jedoch ohne sich zu zanken und zu prügeln,",
meisterfloh/meisterfloh_2129.wav,wie gemeines volk – den flugbegabten schien es etwas zu verschnupfen dass der wirt ihn für einen taschenspieler hielt," die gemeines Volk. Den Flugbegabten schien es etwas zu verschnupfen, dass der Wirt ihn für einen Taschenspieler hielt.",
meisterfloh/meisterfloh_2130.wav,er versicherte dass er nichts weniger sei als ein schnöder gaukler der lose künste treibe," Er versicherte, dass er nichts weniger sei als ein schnöder Gaukler, der lose Künste treibe.",
meisterfloh/meisterfloh_2131.wav,sonst habe er die ballettmeisterstelle bei dem theater eines berühmten königs bekleidet jetzt privatisiere er als schöner geist," Sonst habe er die Ballettmeisterstelle bei dem Theater eines berühmten Königs bekleidet, jetzt privatisiere er als schöner Geist.",
meisterfloh/meisterfloh_2132.wav,und heisse wie es sein metier erfordere nämlich legénie," und heiße, wie es sein Metier erforderte, nämlich »Le Genie«.",
meisterfloh/meisterfloh_2133.wav,habe er im gerechten zorn über den fatalen menschen dort etwas höher gesprungen als gebührlich so sei das seine sache," Habe er im gerechten Zorn über den fatalen Menschen dort etwas höher gesprungen als gebürtig, so sei das seine Sache.",
meisterfloh/meisterfloh_2134.wav,und gehe niemanden etwas an der wirt meinte dass das alles noch keine prügelei rechtfertige," und gehe niemanden etwas an. Der Wirt meinte, dass das alles noch keine Prügelei rechtfertige.",
meisterfloh/meisterfloh_2135.wav,der schöne geist erwiderte indessen dass der wirt den boshaften hinterlistigen menschen nur nicht kenne," Der schöne Geist erwiderte indessen, dass der Wirt den boshaften, hinterlistigen Menschen nur nicht kenne,",
meisterfloh/meisterfloh_2136.wav,da er ihm sonst einen zerbläuten rücken recht herzlich gönnen würde, da er ihm sonst einen zerbleuten Rücken recht herzlich gönnen würde.,
meisterfloh/meisterfloh_2137.wav,der mensch sei nämlich ehemals französischer douanier gewesen nähre sich jetzt vom aderlassen schröpfen und barbieren," Der Mensch sei nämlich ehemals französischer Douanier gewesen, nähere sich jetzt vom Aderlassen, Schröpfen und Barbieren,",
meisterfloh/meisterfloh_2138.wav,und heisse monsieur egel ungeschickt tölpisch gefrässig sei er jedem zur last," und heiße Monsieur Egel. Ungeschickt, tölpisch, gefräßig, sei er jedem zur Last.",
meisterfloh/meisterfloh_2139.wav,nicht genug dass der taugenichts überall wo er mit ihm zusammentreffe so wie es eben jetzt geschehen," Nicht genug, dass der Taugenichts überall, wo er mit ihm zusammentreffe, so wie es eben jetzt geschehen,",
meisterfloh/meisterfloh_2140.wav,ihm den wein vor dem maule wegsaufe," Ihm den Wein vor dem Male wegsaufe,",
meisterfloh/meisterfloh_2141.wav,so führe er auch der verruchte jetzt nichts geringeres im schilde als ihm die schöne braut wegzukapern die er aus frankfurt heimzuführen," So führe er auch, der Verruchte, jetzt nichts Geringeres im Schilde, als ihm die schöne Braut wegzukapern, die er aus Frankfurt heimzuführen hat.",
meisterfloh/meisterfloh_2142.wav,gedenke der douanier hatte alles gehört was der schöne geist vorgebracht," Gedenke. Der Douanier hatte alles gehört, was der schöne Geist vorgebracht.",
meisterfloh/meisterfloh_2143.wav,er blitzte ihn an mit den kleinen giftiges feuer sprühenden augen und sprach dann zum wirt," Er blitzte ihn an mit kleinen, giftigen, feuersprühenden Augen und sprach dann zum Wirt,",
meisterfloh/meisterfloh_2144.wav,»glaubt doch herr wirt nichts von dem allen was der galgenschwengel der unnütze haselant dort hergeplappert«," Glaubt doch, Herr Wirth, nichts von dem, was der Galgenschwengel, der unnütze Haseland, dort hergeplappert.",
meisterfloh/meisterfloh_2145.wav,»fürwahr ein schöner ballettmeister der mit seinen elefantenfüssen den zarten tänzerinnen die beine zerquetscht," Für Wahr, ein schöner Ballettmeister, der mit seinen Elefantenfüßen den zarten Tänzerinnen die Beine zerquetscht,",
meisterfloh/meisterfloh_2146.wav,und bei der pirouette dem maitre des spektakels an der kulisse einen backzahn aus dem kinnbacken und den operngucker vom auge wegschlägt –, und bei der Pirouette dem Maître des Spektakels an der Kulisse einen Backenzahn aus dem Kinnbacken und den Operngucker vom Auge wegschlägt.,
meisterfloh/meisterfloh_2147.wav,und   verse die haben ebensolche plumpe füsse wie er selbst und taumeln hin und her wie betrunkene," Und seine Ferse, die haben ebenso plumpe Füße wie er selbst und taumeln hin und her wie Betrunkene,",
meisterfloh/meisterfloh_2148.wav,und treten die gedanken zu brei und da denkt der einbildische faselhans weil er zuweilen schwerfällig durch die lüfte flattert," und treten die Gedanken zu Brei. Und dann denkt der einbildische Faselhans, weil er zuweilen schwerfällig durch die Lüfte flattert,",
meisterfloh/meisterfloh_2149.wav,wie ein verdrossener gänsericht müsste die schönste seine braut sein« der schöne geist schrie," wie ein verdrossener Gänserisch, müsste die Schönste seine Braut sein. Der schöne Geist schrie,",
meisterfloh/meisterfloh_2150.wav,»du tückischer satanswurm sollst den schnabel des gänserichts fühlen« und wollte von neuem in voller furie auf den douanier los, Du tückischer Satanswurm sollst den Schnabel des Gänserichs fühlen!« und wollte von neuem in voller Furie auf den Doignet los.,
meisterfloh/meisterfloh_2151.wav,der wirt erfasste ihn aber von hinten mit starken armen," Der Wirt fasste ihn aber von hinten mit starken Armen,",
meisterfloh/meisterfloh_2152.wav,und warf ihn unter dem unaussprechlichsten jubel des versammelten haufens zum fenster hinaus, und warf ihn unter dem unaussprechlichsten Jubel des versammelten Haufens zum Fenster hinaus.,
meisterfloh/meisterfloh_2153.wav,sowie nun der schöne geist von hinnen war hatte monsieur egel sogleich wieder die solide schlichte gestalt angenommen," So wie nun der schöne Geist von hinnen war, hatte Monsieur Egel sogleich wieder die solide, schlichte Gestalt angenommen,",
meisterfloh/meisterfloh_2154.wav,in der er hereingetreten war die leute draussen hielten ihn für einen ganz andern als den der sich so auseinanderzuschrauben," in der er hereingetreten war. Die Leute draußen hielten ihn für einen ganz anderen als den, der sich so auseinanderzuschrauben,",
meisterfloh/meisterfloh_2155.wav,gewusst hatte und zerstreuten sich der douanier dankte dem wirt in den, gewusst hatte und zerstreuten sich. Der Douanier dankte dem Wirret in den,
meisterfloh/meisterfloh_2156.wav,verbindlichsten ausdrücken für die hilfe die er ihm gegen den schönen geist geleistet und erbot sich um diese dankbare gesinnung recht an," verbindlichsten Ausdrücken für die Hilfe, die er ihm gegen den schönen Geist geleistet, und er bot sich, um diese dankbare Gesinnung recht an",
meisterfloh/meisterfloh_2157.wav,den tag zu legen den wirt ohne irgendeine gratifikation auf eine solche leichte angenehme weise zu rasieren," den Tag zu legen, den Wirt ohne irgendeine Gratifikation auf eine solche leichte, angenehme Weise zu rasieren,",
meisterfloh/meisterfloh_2158.wav,wie er es in seinem leben noch nicht empfunden der wirt fasste sich an den bart und da es in dem augenblick ihm vorkam," wie er es in seinem Leben noch nicht empfunden. Der Wirt fasste sich an den Bart, und da es in dem Augenblick ihm vorkame,",
meisterfloh/meisterfloh_2159.wav,als wüchsen ihm die haare lang und stachelicht heraus so liess er sich monsieur egels vorschlag gefallen," Als wüchsen ihm die Haare lang und stachelig heraus, so ließ er sich Monsieur Egels Vorschlag gefallen.",
meisterfloh/meisterfloh_2160.wav,der douanier begann auch das geschäft mit geschickter leichter hand zu besorgen doch plötzlich schnitt er dem wirt so derb in die nase," Der Douanier begann auch das Geschäft mit geschickter leichter Hand zu besorgen, doch plötzlich schnitt er dem Wirt so derb in die Nase,",
meisterfloh/meisterfloh_2161.wav,dass die hellen blutstropfen hervorquollen der wirt dies für tückische bosheit haltend sprang wütend auf packte den douanier," dass die hellen Blutstropfen hervorquollen. Der Wirt, dies für tückische Bosheit haltend, sprang wütend auf, packte den Noirnier,",
meisterfloh/meisterfloh_2162.wav,und er flog ebenso schnell und behende zur türe hinaus als der schöne geist durchs fenster bald darauf entstand auf," und er flog ebenso schnell und behändet zur Türe hinaus, als der schöne Geist durchs Fenster. Bald darauf entstand auf",
meisterfloh/meisterfloh_2163.wav,dem hausflur ein unziemlicher lärm der wirt nahm sich kaum zeit die wunde nase sattsam mit   zu mappieren," dem Hausflur ein unziemlicher Lärm. Der Wirt nahm sich kaum Zeit, die wunde Nase sattsam mit Feuerschwamm zu mapieren,",
meisterfloh/meisterfloh_2164.wav,und rannte hinaus um nachzusehen welch ein satan den neuen rumor errege," und rannte hinaus, um nachzusehen, welch ein Satan den neuen Rumor erregte.",
meisterfloh/meisterfloh_2165.wav,da erblickte er zu seiner nicht geringen verwunderung einen jungen menschen der mit einer," Da erblickte er zu seiner nicht geringen Verwunderung einen jungen Menschen, der mit einer",
meisterfloh/meisterfloh_2166.wav,faust den schönen geist mit der andern aber den douanier bei der brust gepackt hatte und indem seine glühenden augen wild rollten," der Faust den schönen Geist, mit der anderen aber den Doignet bei der Brust gepackt hatte, und indem seine glühenden Augen wild rollten,",
meisterfloh/meisterfloh_2167.wav,wütend schrie »ha satanische brut du sollst mir nicht in den weg treten du sollst mir meine gamaheh nicht rauben«," Wütend schrie, »Ha! satanische Brut, du sollst mir nicht in den Weg treten, du sollst mir meine Gamahe nicht rauben!«",
meisterfloh/meisterfloh_2168.wav,dazwischen kreischten der schöne geist und der douanier »ein wahnsinniger mensch – rettet – rettet uns herr wirt –," Dazwischen kreischten der schöne Geist und der Dornier. Ein wahnsinniger Mensch! Rettet, rettet uns, Herr Wirth!",
meisterfloh/meisterfloh_2169.wav,er will uns ermorden – er misskennt uns« –, Er will uns ermorden. Er misskennt uns.,
meisterfloh/meisterfloh_2170.wav,»ei« rief der wirt »ei lieber herr pepusch was fangen sie denn an sind sie von diesen wunderlichen leuten beleidigt worden," »Ei«, rief der Wirt, »ei, lieber Herr Peppusch, was fangen Sie denn an? Sind Sie von diesen wunderlichen Leuten beleidigt worden?",
meisterfloh/meisterfloh_2171.wav,irren sie sich vielleicht in den personen dies ist der ballettmeister herr legénie und dieser der douanier monsieur egel«, Irren Sie sich vielleicht in den Personen? Dies ist der Ballettmeister Herr Légénie und dieser der Doignet Monsieur Egl.,
meisterfloh/meisterfloh_2172.wav,»ballettmeister legénie – douanier egel« wiederholte pepusch mit dumpfer stimme," Ballettmeister Les Génies, Doignet Egl, wiederholte Peppusch mit dumpfer Stimme,",
meisterfloh/meisterfloh_2173.wav,er schien aus einem traum erwachend sich auf sich selbst besinnen zu müssen," erschienen aus einem Traum, erwachend, sich auf sich selbst besinnen zu müssen.",
meisterfloh/meisterfloh_2174.wav,indessen waren auch zwei ehrsame bürgersleute aus der stube getreten die den herrn george pepusch ebenfalls kannten," Indessen waren auch zwei ehrsame Bürgersleute aus der Stube getreten, die den Herrn Georg Peppusch ebenfalls kannten,",
meisterfloh/meisterfloh_2175.wav,und die ihm auch zuredeten ruhig zu bleiben und die schnakischen fremden leute gehen zu lassen," und die ihm auch zuredeten, ruhig zu bleiben und die schnarkischen fremden Leute gehen zu lassen.",
meisterfloh/meisterfloh_2176.wav,noch einmal wiederholte pepusch »ballettmeister legénie – douanier egel«," Noch einmal wiederholte Peppusch, Ballettmeister Légénie, Doignet, Egl,",
meisterfloh/meisterfloh_2177.wav,und liess die arme kraftlos herabsinken mit windesschnelle waren die freigelassenen fort," und ließ die Arme kraftlos herabsinken. Mit Windesschnelle waren die Freigelassenen fort,",
meisterfloh/meisterfloh_2178.wav,und manchem auf der strasse wollt es auffallen dass der schöne geist über das dach des gegenüberstehenden hauses hinwegflog," und manchem auf der Straße wollte es auffallen, dass der schöne Geist über das Dach des gegenüberstehenden Hauses hinwegflog,",
meisterfloh/meisterfloh_2179.wav,der bartscherer sich aber in dem schlammwasser verlor das gerade vor der türe zwischen den steinen sich gesammelt hatte," Der Badscherer sich aber in dem Schlammwasser verlor, das gerade vor der Tür zwischen den Steinen sich gesammelt hatte.",
meisterfloh/meisterfloh_2180.wav,die bürgersleute nötigten den ganz verstörten pepusch in die stube zu treten und mit ihnen eine flasche echten nierensteiner zu trinken," Die Bürgersleute nötigten den ganz verstörten Peppusch, in die Stube zu treten und mit ihnen eine Flasche echten Nierensteiner zu trinken.",
meisterfloh/meisterfloh_2181.wav,pepusch liess sich das gefallen und schien auch den edlen wein mit lust und appetit hinunterzuschlürfen," Peppus schließt sich das Gefallen und schien auch den edlen Wein mit Lust und Appetit hinunterzuschlürfen,",
meisterfloh/meisterfloh_2182.wav,wiewohl er ganz stumm und starr   und auf alles zureden kein wörtchen erwiderte, wie wohl er ganz stumm und starr dasaß und auf alles Zureden kein Wörtchen erwiderte.,
meisterfloh/meisterfloh_2183.wav,endlich erheiterten sich seine züge und er sprach ganz leutselig," Endlich erheiterten sich seine Züge, und er sprach ganz leutselig,",
meisterfloh/meisterfloh_2184.wav,»ihr tatet gut ihr lieben leute und freundlichen kumpane dass ihr mich abhieltet diese elenden," Ihr tatet gut, ihr lieben Leute und freundlichen Kumpanen, dass ihr mich abhieltet, diese elenden",
meisterfloh/meisterfloh_2185.wav,die sich in meiner gewalt befanden auf der stelle zu töten," die sich in meiner Gewalt befanden, auf der Stelle zu töten,",
meisterfloh/meisterfloh_2186.wav,aber ihr wisst nicht was für bedrohliche geschöpfe sich hinter diesen wunderlichen masken versteckt hatten« – pepusch hielt inne," Aber ihr wisst nicht, was für bedrohliche Geschöpfe sich hinter diesen wunderlichen Masken versteckt hatten. »Pepuschilt inne.«",
meisterfloh/meisterfloh_2187.wav,und man kann denken mit welcher gespannten neugier die bürgersleute aufhorchten was nun pepusch entdecken würde," Und man kann denken, mit welcher gespannten Neugier die Bürgersleute aufforschten, was nun Peppusch entdecken würde.",
meisterfloh/meisterfloh_2188.wav,auch der wirt hatte sich genähert und alle drei die bürgersleute und der wirt steckten nun indem sie sich mit übereinandergeschlagenen," Auch der Wirt hatte sich genähert, und alle drei, die Bürgersleute und der Wirt, steckten nun, indem sie sich mit übereinandergeschlagenen",
meisterfloh/meisterfloh_2189.wav,armen über den tisch lehnten die köpfe dicht zusammen und hielten den atem an," Armen über den Tisch lehnten, die Köpfe dicht zusammen und hielten den Atem an,",
meisterfloh/meisterfloh_2190.wav,dass ja kein laut aus pepuschens munde verloren gehen möge »seht« sprach herr george pepusch weiter," dass ja kein Laut aus Peppuschs Munde verloren gehen möge. »Seht«, sprach Herr Georg Peppusch weiter,",
meisterfloh/meisterfloh_2191.wav,ganz leise und feierlich »seht ihr guten männer der den ihr den ballettmeister legénie nennt," Ganz leise und feierlich. Seht, ihr guten Männer, der, den ihr den Ballettmeister Légénie nennt,",
meisterfloh/meisterfloh_2192.wav,ist kein anderer als der böse ungeschickte genius thetel der den ihr für den douanier egel haltet," ist kein anderer als der böse, ungeschickte Genius Thetel, der, den ihr für den Douanier Egel haltet,",
meisterfloh/meisterfloh_2193.wav,ist aber der abscheuliche blutsauger der hässliche egelprinz beide sind in die prinzessin gamaheh die," ist aber der abscheuliche Blutsauger, der hässliche Egelprinz. Beide sind in die Prinzessin Gamahe, die,",
meisterfloh/meisterfloh_2194.wav,wie es euch bekannt sein wird die schöne herrliche tochter des mächtigen königs sekakis ist verliebt und sind hier," Wie es euch bekannt sein wird, die schöne, herrliche Tochter des mächtigen Königs Dekakis ist verliebt und sind hier",
meisterfloh/meisterfloh_2195.wav,um sie der distel zeherit abspenstig zu machen das ist nun die albernste torheit," um sie der Diestel zerheeret abspenstig zu machen. Das ist nun die albernste Torheit,",
meisterfloh/meisterfloh_2196.wav,die nur in einem dummen gehirn hausen kann denn ausser der distel zeherit gibt es in der ganzen welt nur noch ein einziges wesen," die nur in einem dummen Gehirne hausen kann, denn außer der Distelseherit gibt es in der ganzen Welt nur noch ein einziges Wesen,",
meisterfloh/meisterfloh_2197.wav,dem die schöne gamaheh angehören darf und dieses wesen wird vielleicht auch ganz vergeblich in den kampf treten mit der distel," dem die schöne Gamahe angehören darf, und dieses Wesen wird vielleicht auch ganz vergeblich in den Kampf treten mit der Dieselsau.",
meisterfloh/meisterfloh_2198.wav,zeherit denn bald blühet die distel um mitternacht auf in voller pracht und kraft," Zeheret, denn bald blüht die Diesel um Mitternacht auf in voller Pracht und Kraft.",
meisterfloh/meisterfloh_2199.wav,und in dem liebestod dämmert die morgenröte des höhern lebens – ich selbst bin aber die distel zeherit," und in dem Liebestod dämmert die Morgenröte des höheren Lebens. Ich selbst bin aber die diestlse Heret,",
meisterfloh/meisterfloh_2200.wav,und eben daher könnet ihr mirs nicht verdenken ihr guten leute wenn ich ergrimmt bin auf jene verräter," Und daher könnt ihr mir's nicht verdenken, ihr guten Leute, wenn ich ergrimmt bin auf jene Verräter,",
meisterfloh/meisterfloh_2201.wav,und mir überhaupt   ganze geschichte gar sehr zu herzen nehme« die leute rissen die augen weit auf," und mir überhaupt die ganze Geschichte sehr zu Herzen nehme. Die Leute rissen die Augen weit auf,",
meisterfloh/meisterfloh_2202.wav,und glotzten den pepusch sprachlos an mit offnem munde sie waren wie man zu sagen pflegt aus den wolken gefallen," und glotzten den Peppusch sprachlos an mit offenem Munde. Sie waren, wie man zu sagen pflegt, aus den Wolken gefallen,",
meisterfloh/meisterfloh_2203.wav,und der kopf dröhnte ihnen vom jähen sturz pepusch stürzte einen grossen römer wein hinunter und sprach dann," und der Kopf dröhnte ihnen vom jähen Sturz. Peppus stürzte einen großen Römer Wein hinunter und sprach dann,",
meisterfloh/meisterfloh_2204.wav,sich zum wirt wendend »ja ja herr wirt bald werdet ihrs erleben bald blühe ich als cactus grandiflorus und," sich zum Wirte wendend, — »Ja, ja, Herr Wirt, bald werdet ihr's erleben, bald blühe ich als Kaktus Grandiflorus, und",
meisterfloh/meisterfloh_2205.wav,in der ganzen gegend wird es unmenschlich nach der schönsten vanille riechen ihr könnet mir das glauben«, In der ganzen Gegend wird es unmenschlich nach der schönsten Vanille riechen. Ihr könnt mir das glauben.,
meisterfloh/meisterfloh_2206.wav,der wirt konnte nichts herausbringen als ein dummes »ei das wäre der tausend«," Der Wirt konnte nichts herausbringen als ein dummes »Ei, das wär der Tausend«.",
meisterfloh/meisterfloh_2207.wav,die andern beiden männer warfen sich aber bedenkliche blicke zu und einer sprach indem er georgs hand fasste," Die anderen beiden Männer warfen sich aber bedenkliche Blicke zu, und einer sprach, indem er Georgs Hand fasste,",
meisterfloh/meisterfloh_2208.wav,mit zweideutigem lächeln »sie scheinen etwas in unruhe geraten zu sein lieber herr pepusch," mit zweideutigem Lächeln. Sie scheinen etwas in Unruhe geraten zu sein, lieber Herr Peppusch.",
meisterfloh/meisterfloh_2209.wav,wie wär es wenn sie ein gläschen wasser« – »keinen tropfen« unterbrach pepusch den gutgemeinten rat," Wie wär es, wenn Sie ein Gläschen Wasser — — — Keinen Tropfen! unterbrach Peppusch den gut gemeinten Rat.",
meisterfloh/meisterfloh_2210.wav,»keinen tropfen hat man jemals wasser in siedendes öl gegossen ohne die wut der flammen zu reizen –," Keinen Tropfen! Hat man jemals Wasser in siedendes Öl gegossen, ohne die Wut der Flammen zu reizen?",
meisterfloh/meisterfloh_2211.wav,in unruhe sei ich meint ihr geraten," In Ruhe sei ich, meint ihr geraten,",
meisterfloh/meisterfloh_2212.wav,in der tat das mag der fall sein und der teufel ruhig bleiben wenn er sich so wie ich es eben getan mit dem herzensfreunde herumgeschossen und dann sich selbst eine kugel durchs gehirn gejagt –," In der Tat, das mag der Fall sein, und der Teufel ruhig bleiben, wenn er sich, so wie ich eben getan, mit dem Herzensfreunde herumgeschossen und dann sich selbst eine Kugel durchs Gehirn gejagt.",
meisterfloh/meisterfloh_2213.wav,hier – in eure hände liefere ich die mordwaffen da nun alles vorbei ist« pepusch riss ein paar pistolen aus der tasche," Hier, in eure Hände, liefere ich die Mordwaffe, nun, da alles vorbei ist.' Peppusch riß ein paar Pistolen aus der Tasche.",
meisterfloh/meisterfloh_2214.wav,der wirt prallte zurück die beiden bürgersleute griffen darnach und brachen sowie sie die mordwaffe in händen hatten," Der Wirt prallte zurück, die beiden Bürgersleute griffen danach und brachen, so wie sie die Mordwaffe in Händen hatten,",
meisterfloh/meisterfloh_2215.wav,aus in ein unmässiges gelächter – die pistolen waren von holz, Aus in unmäßiges Gelächter. Die Pistolen waren von Holz.,
meisterfloh/meisterfloh_2216.wav,ein kinderspielzeug vom christmarkt her pepusch schien gar nicht zu bemerken was um ihn her vorging," ein Kinderspielzeug vom Christmarkt her. Pepus schien gar nicht zu bemerken, was um ihn her vorging.",
meisterfloh/meisterfloh_2217.wav,er sass da in tiefen gedanken und rief dann einmal übers andere »wenn ich ihn nur finden könnte," Er saß da in tiefen Gedanken und rief dann einmal übers andere, wenn ich ihn nur finden könnte,",
